_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
4815619,40.7688,-79.7286,22800,ANF,ML,1.9,PENNSYLVANIA,2014-06-11T15:06:04,2014/06/11 11:06:04-04,1,1
4815660,44.0226,-75.6724,11300,ANF,ML,1.5,NEW YORK,2014-06-17T14:39:23,2014/06/17 10:39:23-04,1,1
4808550,38.0169,-80.5445,2300,ANF,ML,2.6,WEST VIRGINIA,2014-05-20T16:12:05,2014/05/20 12:12:05-04,1,1
4815745,42.5082,-73.8629,11900,ANF,ML,2.3,NEW YORK,2014-06-24T18:36:34,2014/06/24 14:36:34-04,1,1
4815762,44.0594,-75.8822,16700,ANF,ML,2.1,NEW YORK,2014-06-26T16:24:15,2014/06/26 12:24:15-04,1,1
4815637,37.2483,-81.4738,5600,ANF,ML,2.9,WEST VIRGINIA,2014-06-13T00:21:26,2014/06/12 20:21:26-04,1,0
usp000j389,44.52,-74.277,8200,NEIC,ml,2.6,New York,2011-06-16T04:03:17.000Z,2011/06/16 00:03:17-04,0,0
usp000j47r,40.092,-74.979,5000,NEIC,ml,0.4,"Greater Philadelphia area, Pennsylvania",2011-07-06T06:37:50.910Z,2011/07/06 02:37:50-04,0,0
usp000j6z7,44.703,-74.382,5000,NEIC,mwr,3,New York,2011-08-24T17:14:32.600Z,2011/08/24 13:14:32-04,0,0
usp000j6zc,44.702,-74.392,5000,NEIC,mblg,2.3,New York,2011-08-24T18:44:08.800Z,2011/08/24 14:44:08-04,0,0
usp000j70d,37.916,-80.215,12900,NEIC,mblg,2.7,West Virginia,2011-08-25T05:59:13.000Z,2011/08/25 01:59:13-04,0,0
usp000j70r,42.683,-74.091,18000,NEIC,ml,2.8,New York,2011-08-25T13:13:32.200Z,2011/08/25 09:13:32-04,0,0
usp000j71b,42.688,-74.094,20300,NEIC,mblg,2.7,New York,2011-08-25T20:55:53.550Z,2011/08/25 16:55:53-04,0,0
usp000j71v,42.681,-74.094,22900,NEIC,ml,2.2,New York,2011-08-26T04:55:20.000Z,2011/08/26 00:55:20-04,0,0
usp000j74e,42.687,-74.091,22100,NEIC,ml,2.9,New York,2011-08-27T14:38:40.100Z,2011/08/27 10:38:40-04,0,0
usp000j7ae,39.4,-81.27,5000,NEIC,mblg,2.8,Ohio,2011-08-31T09:35:12.410Z,2011/08/31 05:35:12-04,0,0
usp000jvz9,39.789,-75.016,5000,NEIC,ml,2.2,"Greater Philadelphia area, New Jersey",2012-11-23T05:13:20.970Z,2012/11/23 00:13:20-05,0,0
usp000jgbk,38.234,-81.748,5000,NEIC,mblg,2.6,West Virginia,2012-03-16T15:05:53.570Z,2012/03/16 11:05:53-04,0,0
ld60023903,43.0795,-74.1,6400,NEIC,Ml,1.8,"8km ENE of Broadalbin, New York",2013-02-16T07:44:26.500Z,2013/02/16 02:44:26-05,0,0
usp000j8rd,41.135,-80.685,5000,NEIC,ml,2.5,"Youngstown-Akron urban area, Ohio",2011-09-30T00:52:38.710Z,2011/09/29 20:52:38-04,0,0
usp000j9mc,41.125,-80.704,6000,NEIC,ml,2.2,"Youngstown-Akron urban area, Ohio",2011-10-20T22:41:10.820Z,2011/10/20 18:41:10-04,0,0
usp000jb6u,44.78,-74.62,5000,NEIC,ml,2.4,New York,2011-11-21T07:16:51.500Z,2011/11/21 02:16:51-05,0,0
usp000jck1,41.11,-80.69,3500,NEIC,mblg,2.7,"Youngstown-Akron urban area, Ohio",2011-12-24T06:24:57.380Z,2011/12/24 01:24:57-05,0,0
usp000jcwa,41.122,-80.684,5000,NEIC,mwr,3.7,"Youngstown-Akron urban area, Ohio",2011-12-31T20:05:01.060Z,2011/12/31 15:05:01-05,0,0
usp000jd5a,44.942,-74.663,10000,NEIC,ml,2.3,New York,2012-01-07T02:33:24.010Z,2012/01/06 21:33:24-05,0,0
usp000jdvu,43.555,-74.05,5000,NEIC,ml,2.3,New York,2012-01-23T15:44:06.700Z,2012/01/23 10:44:06-05,0,0
usp000jndf,44.308,-75.923,5000,NEIC,mblg,2.7,New York,2012-06-30T01:56:25.550Z,2012/06/29 21:56:25-04,0,0
4820701,37.9714,-81.394,4500,ANF,ML,2.7,WEST VIRGINIA,2014-07-17T19:52:43,2014/07/17 15:52:43-04,1,1
4820753,37.5878,-82.0707,6600,ANF,ML,2.3,WEST VIRGINIA,2014-07-22T22:34:46,2014/07/22 18:34:46-04,1,1
4815700,42.9874,-75.18,14900,ANF,ML,2.2,NEW YORK,2014-06-20T15:22:15,2014/06/20 11:22:15-04,1,1
4820682,37.882,-81.2689,2400,ANF,ML,2.2,WEST VIRGINIA,2014-07-15T22:21:45,2014/07/15 18:21:45-04,1,1
4815702,43.5783,-75.3438,16400,ANF,ML,1.6,NEW YORK,2014-06-20T15:53:59,2014/06/20 11:53:59-04,1,1
ld60026203,44.7482,-74.9807,8200,NEIC,Ml,1.2,"1km ESE of Norwood, New York",2013-05-02T01:54:06.300Z,2013/05/01 21:54:06-04,0,0
ld60029103,43.3038,-75.0882,5000,NEIC,Ml,2,"25km NNE of Utica, New York",2013-07-27T04:50:45.100Z,2013/07/27 00:50:45-04,0,0
se033113a,38.645,-80.8332,8100,NEIC,Mw,3.4,"11km WSW of Sutton, West Virginia",2013-03-31T14:01:24.000Z,2013/03/31 10:01:24-04,0,0
ld60025313,44.0688,-76.0213,7500,NEIC,Ml,1.7,"7km NNW of Brownville, New York",2013-04-01T11:28:05.600Z,2013/04/01 07:28:05-04,0,0
4487970,41.4467,-77.3844,7100,ANF,ML,2.7,PENNSYLVANIA,2013-11-08T19:11:28,2013/11/08 14:11:28-05,0,1
ld60070801,39.8185,-75.0058333,5240,NEIC,ml,1.02,"0km SW of Lindenwold, New Jersey",2014-06-19T04:09:50.930Z,2014/06/19 00:09:50-04,0,0
ld60064006,42.693,-74.0896667,11920,NEIC,ml,1.65,"4km W of Altamont, New York",2014-02-08T12:34:21.520Z,2014/02/08 07:34:21-05,0,0
ld60064231,41.4815,-80.3641667,5000,NEIC,ml,2.18,"8km NNE of Greenville, Pennsylvania",2014-02-09T22:34:04.980Z,2014/02/09 17:34:04-05,0,0
ld60064321,43.64,-78.3958333,5000,NEIC,ml,2.88,"39km SSW of Cobourg, Canada",2014-02-13T04:57:38.020Z,2014/02/12 23:57:38-05,0,0
ld60034403,41.0088333,-80.555,5000,NEIC,ml,2.42,"3km SSW of Lowellville, Ohio",2014-03-10T06:42:44.280Z,2014/03/10 02:42:44-04,0,0
ld60034408,41.0096667,-80.53,5000,NEIC,ml,2.23,"2km S of Lowellville, Ohio",2014-03-10T15:03:47.610Z,2014/03/10 11:03:47-04,0,0
ld60065316,41.009,-80.5316667,5000,NEIC,ml,2.64,"2km S of Lowellville, Ohio",2014-03-10T15:44:06.780Z,2014/03/10 11:44:06-04,0,0
ld60034503,41.0025,-80.5336667,5220,NEIC,ml,2.1,"3km S of Lowellville, Ohio",2014-03-11T07:01:13.340Z,2014/03/11 03:01:13-04,0,0
5006101,45.1875,-73.6607,13900,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",2014-08-06T16:11:49,2014/08/06 12:11:49-04,0,1
5006158,39.4216,-76.2437,9900,ANF,ML,2.6,CHESAPEAKE BAY REGION,2014-08-13T16:00:25,2014/08/13 12:00:25-04,0,1
5006181,41.4571,-77.4006,7800,ANF,ML,2.3,PENNSYLVANIA,2014-08-15T18:52:58,2014/08/15 14:52:58-04,0,1
5006202,40.8075,-78.5401,12700,ANF,ML,2,PENNSYLVANIA,2014-08-19T15:56:14,2014/08/19 11:56:14-04,0,1
5006218,40.957,-74.5325,12500,ANF,ML,2,NEW JERSEY,2014-08-20T17:20:26,2014/08/20 13:20:26-04,0,1
5006250,38.1411,-82.0749,14900,ANF,ML,2.5,WEST VIRGINIA,2014-08-25T12:17:03,2014/08/25 08:17:03-04,0,1
5006251,39.7178,-79.7247,6400,ANF,ML,1.7,WEST VIRGINIA,2014-08-25T15:56:11,2014/08/25 11:56:11-04,0,1
5006265,43.0356,-74.707,2700,ANF,ML,2,NEW YORK,2014-08-27T14:01:14,2014/08/27 10:01:14-04,0,1
5006142,37.3263,-81.9165,1800,ANF,ML,2.6,WEST VIRGINIA,2014-08-11T20:37:24,2014/08/11 16:37:24-04,1,1
5006106,40.173,-80.9394,17000,ANF,ML,2.1,PENNSYLVANIA,2014-08-07T16:04:54,2014/08/07 12:04:54-04,1,1
5006125,41.088,-78.2998,12100,ANF,ML,2.1,PENNSYLVANIA,2014-08-08T19:30:49,2014/08/08 15:30:49-04,1,1
5006149,37.8446,-81.3658,7600,ANF,ML,2.2,WEST VIRGINIA,2014-08-12T19:56:56,2014/08/12 15:56:56-04,1,1
5006197,42.9611,-75.4762,13200,ANF,ML,2.1,NEW YORK,2014-08-18T14:03:05,2014/08/18 10:03:05-04,1,1
5006186,40.9082,-79.7063,14000,ANF,ML,1.9,PENNSYLVANIA,2014-08-15T23:12:47,2014/08/15 19:12:47-04,1,0
5005389,43.0316,-74.7098,9000,ANF,ML,1.9,NEW YORK,2014-09-17T14:00:30,2014/09/17 10:00:30-04,0,1
5005392,43.1573,-78.3593,11500,ANF,ML,1.2,NEW YORK,2014-09-17T17:00:10,2014/09/17 13:00:10-04,0,1
5005425,38.1049,-81.9259,7200,ANF,ML,2.2,WEST VIRGINIA,2014-09-19T20:44:19,2014/09/19 16:44:19-04,0,1
5005459,42.8535,-76.7805,12100,ANF,ML,2.2,NEW YORK,2014-09-25T15:27:51,2014/09/25 11:27:51-04,0,1
5005470,43.7431,-75.4198,14800,ANF,ML,2.1,NEW YORK,2014-09-26T14:55:43,2014/09/26 10:55:43-04,0,1
5005498,41.4567,-77.4065,5200,ANF,ML,2.4,PENNSYLVANIA,2014-09-29T18:52:56,2014/09/29 14:52:56-04,0,1
5005509,42.9205,-74.1337,13300,ANF,ML,2.1,NEW YORK,2014-09-30T14:31:05,2014/09/30 10:31:05-04,0,1
5005331,38.0437,-81.5174,8200,ANF,ML,2,WEST VIRGINIA,2014-09-12T20:44:10,2014/09/12 16:44:10-04,1,1
5005375,43.1109,-73.8509,5000,ANF,ML,1.7,NEW YORK,2014-09-16T15:30:23,2014/09/16 11:30:23-04,1,1
5005377,42.5004,-73.8583,16000,ANF,ML,2.1,NEW YORK,2014-09-16T16:11:05,2014/09/16 12:11:05-04,1,1
5005404,38.1163,-81.3605,10100,ANF,ML,2.5,WEST VIRGINIA,2014-09-18T15:47:32,2014/09/18 11:47:32-04,1,1
5005496,37.991,-81.3894,3700,ANF,ML,2.1,WEST VIRGINIA,2014-09-29T16:56:58,2014/09/29 12:56:58-04,1,1
5005502,37.8362,-81.2905,7000,ANF,ML,2.1,WEST VIRGINIA,2014-09-29T19:59:52,2014/09/29 15:59:52-04,1,1
5005433,40.2037,-76.9915,8700,ANF,ML,1.6,PENNSYLVANIA,2014-09-21T08:27:49,2014/09/21 04:27:49-04,0,0
5111752,38.3158,-81.1459,18300,ANF,ML,2.4,WEST VIRGINIA,2015-01-22T21:04:46,2015/01/22 16:04:46-05,0,1
5111782,41.403,-77.5697,7100,ANF,ML,2.7,PENNSYLVANIA,2015-01-27T20:37:26,2015/01/27 15:37:26-05,0,1
5113617,41.4376,-77.412,2100,ANF,ML,2.5,PENNSYLVANIA,2015-02-27T20:02:31,2015/02/27 15:02:31-05,0,1
5114946,38.8281,-79.7296,4300,ANF,ML,1.9,VIRGINIA,2015-03-09T19:58:02,2015/03/09 15:58:02-04,0,1
5114955,37.7114,-82.3657,7800,ANF,ML,3.1,WEST VIRGINIA,2015-03-11T17:27:49,2015/03/11 13:27:49-04,0,1
5111781,38.0715,-81.5702,1600,ANF,ML,2.4,WEST VIRGINIA,2015-01-27T18:01:08,2015/01/27 13:01:08-05,1,1
5114968,40.9616,-74.545,8300,ANF,ML,2.3,NEW JERSEY,2015-03-12T18:00:48,2015/03/12 14:00:48-04,0,1
5115007,42.4868,-73.8713,12100,ANF,ML,2.2,NEW YORK,2015-03-23T17:56:55,2015/03/23 13:56:55-04,0,1
5115009,42.9287,-74.1317,4700,ANF,ML,1.8,NEW YORK,2015-03-23T20:48:36,2015/03/23 16:48:36-04,0,1
5111737,37.8819,-81.2178,6700,ANF,ML,2.8,WEST VIRGINIA,2015-01-21T21:34:08,2015/01/21 16:34:08-05,1,1
5111749,41.4639,-77.3709,13300,ANF,ML,2.5,PENNSYLVANIA,2015-01-22T20:14:39,2015/01/22 15:14:39-05,1,1
5111794,41.4155,-75.5505,3200,ANF,ML,1.9,PENNSYLVANIA,2015-01-29T15:31:03,2015/01/29 10:31:03-05,1,1
5113592,41.466,-77.3629,12500,ANF,ML,2,PENNSYLVANIA,2015-02-12T18:58:51,2015/02/12 13:58:51-05,1,1
5114958,37.8007,-82.0377,4800,ANF,ML,2.6,WEST VIRGINIA,2015-03-11T21:09:15,2015/03/11 17:09:15-04,1,1
5114922,39.4289,-81.4101,4300,ANF,ML,2.8,OHIO,2015-03-03T06:44:31,2015/03/03 01:44:31-05,0,0
5113609,37.2042,-81.8189,1700,ANF,ML,2.7,WEST VIRGINIA,2015-02-26T05:18:10,2015/02/26 00:18:10-05,1,0
5153934,45.1986,-73.7691,13000,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",2015-05-12T16:07:58,2015/05/12 12:07:58-04,0,1
5153935,42.9379,-74.1107,12300,ANF,ML,1.6,NEW YORK,2015-05-12T17:58:23,2015/05/12 13:58:23-04,0,1
5153937,41.6394,-74.5383,9900,ANF,ML,2.3,NEW YORK,2015-05-13T14:15:45,2015/05/13 10:15:45-04,0,1
5153939,41.402,-77.4948,9900,ANF,ML,2.4,PENNSYLVANIA,2015-05-14T14:41:45,2015/05/14 10:41:45-04,0,1
5153955,45.1803,-73.6498,11000,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",2015-05-20T16:09:50,2015/05/20 12:09:50-04,0,1
5153960,45.2936,-73.4152,3200,ANF,ML,1.8,"SOUTHERN QUEBEC, CANADA",2015-05-21T15:53:46,2015/05/21 11:53:46-04,0,1
5153963,42.7809,-73.5647,14000,ANF,ML,2.1,NEW YORK,2015-05-21T20:40:33,2015/05/21 16:40:33-04,0,1
5153965,40.7191,-76.4854,4300,ANF,ML,2.4,PENNSYLVANIA,2015-05-22T15:07:56,2015/05/22 11:07:56-04,1,1
5153943,43.0709,-76.4046,14100,ANF,ML,1.1,NEW YORK,2015-05-15T10:00:18,2015/05/15 06:00:18-04,0,0
4599478,38.1153,-81.9822,9100,ANF,ML,2.6,WEST VIRGINIA,2013-12-13T21:00:58,2013/12/13 16:00:58-05,0,1
4599525,40.4609,-77.8738,15700,ANF,ML,2.5,PENNSYLVANIA,2013-12-18T16:20:10,2013/12/18 11:20:10-05,0,1
4599545,39.7599,-79.7564,6100,ANF,ML,2,WEST VIRGINIA,2013-12-20T17:19:54,2013/12/20 12:19:54-05,0,1
4217707,38.1605,-80.3346,6200,ANF,ML,3.2,WEST VIRGINIA,2012-09-17T19:52:58,2012/09/17 15:52:58-04,0,1
4488258,42.5448,-74.2016,18300,ANF,ML,2,NEW YORK,2013-11-29T00:10:07,2013/11/28 19:10:07-05,0,0
4309661,37.9388,-81.629,600,ANF,ML,3.2,WEST VIRGINIA,2012-11-30T20:54:03,2012/11/30 15:54:03-05,0,1
4220852,39.0471,-82.1694,20000,ANF,ML,2.6,OHIO,2012-12-01T07:32:01,2012/12/01 02:32:01-05,0,0
4310424,38.1126,-81.9846,12900,ANF,ML,2.5,WEST VIRGINIA,2013-02-12T20:17:26,2013/02/12 15:17:26-05,0,1
4310465,37.8504,-81.1308,13400,ANF,ML,2.5,WEST VIRGINIA,2013-02-14T20:59:15,2013/02/14 15:59:15-05,0,1
4310616,37.8628,-81.7361,6900,ANF,ML,2.4,WEST VIRGINIA,2013-02-27T23:09:09,2013/02/27 18:09:09-05,0,1
4225324,38.1033,-81.9891,7700,ANF,ML,2.5,WEST VIRGINIA,2013-03-05T12:50:34,2013/03/05 07:50:34-05,0,1
4225539,38.4179,-81.0025,2400,ANF,ML,3,WEST VIRGINIA,2013-03-18T21:17:09,2013/03/18 17:17:09-04,0,1
4225546,38.0869,-81.9685,12400,ANF,ML,2.5,WEST VIRGINIA,2013-03-19T11:40:32,2013/03/19 07:40:32-04,0,1
4225552,38.052,-81.6341,7000,ANF,ML,2.7,WEST VIRGINIA,2013-03-19T20:08:20,2013/03/19 16:08:20-04,0,1
4225555,37.6826,-82.5286,10400,ANF,ML,2.1,WEST VIRGINIA,2013-03-19T20:54:22,2013/03/19 16:54:22-04,0,1
4369522,40.0801,-81.0216,9800,ANF,ML,2.3,OHIO,2013-05-24T18:05:56,2013/05/24 14:05:56-04,0,1
4310492,38.0935,-81.9879,12800,ANF,ML,2.5,WEST VIRGINIA,2013-02-16T15:03:47,2013/02/16 10:03:47-05,0,1
4225292,38.0901,-82.0078,10400,ANF,ML,2.3,WEST VIRGINIA,2013-03-02T19:59:34,2013/03/02 14:59:34-05,0,1
4311020,38.1517,-82.0304,7300,ANF,ML,2.6,WEST VIRGINIA,2013-04-20T19:08:48,2013/04/20 15:08:48-04,0,1
4371838,37.4125,-81.96,14900,ANF,ML,2.3,WEST VIRGINIA,2013-08-05T19:12:31,2013/08/05 15:12:31-04,0,1
4371915,40.1531,-80.9257,14700,ANF,ML,2.3,PENNSYLVANIA,2013-08-09T18:01:09,2013/08/09 14:01:09-04,0,1
4371948,38.0931,-81.9493,11700,ANF,ML,2.3,WEST VIRGINIA,2013-08-12T13:33:27,2013/08/12 09:33:27-04,0,1
4374121,38.1088,-82.0771,2800,ANF,ML,2.5,WEST VIRGINIA,2013-09-10T11:48:13,2013/09/10 07:48:13-04,0,1
4374271,41.4556,-77.3942,6800,ANF,ML,2.4,PENNSYLVANIA,2013-09-18T20:42:14,2013/09/18 16:42:14-04,0,1
4488495,38.105,-81.9827,12800,ANF,ML,2.3,WEST VIRGINIA,2013-10-11T16:04:13,2013/10/11 12:04:13-04,0,1
4488570,38.1026,-81.9608,12500,ANF,ML,2.2,WEST VIRGINIA,2013-10-16T18:12:38,2013/10/16 14:12:38-04,0,1
4488712,39.7341,-79.739,4500,ANF,ML,1.9,WEST VIRGINIA,2013-10-28T16:08:04,2013/10/28 12:08:04-04,0,1
usp0000dh6,37.193,-80.839,15000,NEIC,lg,3.2,West Virginia,1975-11-11T08:10:39.300Z,1975/11/11 03:10:39-05,0,0
usp0001zwk,39.832,-75.66,5000,NEIC,mblg,2.2,Pennsylvania,1983-11-17T19:55:06.580Z,1983/11/17 14:55:06-05,0,0
usp0008ndg,38.758,-78.423,3200,NEIC,md,2.4,Virginia,1998-05-20T01:53:28.020Z,1998/05/19 21:53:28-04,0,0
4488111,40.8727,-76.096,16200,ANF,ML,1.9,PENNSYLVANIA,2013-11-19T17:10:02,2013/11/19 12:10:02-05,0,1
4638405,38.1046,-81.9929,12900,ANF,ML,2.5,WEST VIRGINIA,2014-01-16T13:34:32,2014/01/16 08:34:32-05,0,1
4638442,38.0895,-82.0076,3700,ANF,ML,2.6,WEST VIRGINIA,2014-01-20T21:03:00,2014/01/20 16:03:00-05,0,1
4638495,41.4405,-77.4068,8600,ANF,ML,2.5,PENNSYLVANIA,2014-01-24T19:16:59,2014/01/24 14:16:59-05,0,1
4638522,41.4521,-77.4039,6100,ANF,ML,2.4,PENNSYLVANIA,2014-01-27T18:26:01,2014/01/27 13:26:01-05,0,1
4638561,40.22,-80.5558,5400,ANF,ML,2.3,PENNSYLVANIA,2014-01-30T14:18:26,2014/01/30 09:18:26-05,0,1
4638576,41.4542,-77.3782,6300,ANF,ML,2.5,PENNSYLVANIA,2014-01-31T20:14:10,2014/01/31 15:14:10-05,0,1
4766747,38.1326,-81.9694,7000,ANF,ML,2.3,WEST VIRGINIA,2014-03-10T19:40:58,2014/03/10 15:40:58-04,0,1
4766760,37.9763,-81.4013,2900,ANF,ML,3.1,WEST VIRGINIA,2014-03-11T20:14:09,2014/03/11 16:14:09-04,0,1
4638514,38.1105,-82.001,4900,ANF,ML,2.6,WEST VIRGINIA,2014-01-25T21:10:50,2014/01/25 16:10:50-05,0,1
usp0008pma,44.75,-73.72,4600,NEIC,md,3.3,New York,1998-06-09T08:53:51.000Z,1998/06/09 04:53:51-04,0,0
usp000dp28,40.885,-74.069,6600,NEIC,md,1.9,"Greater New York area, New Jersey",2005-04-23T14:24:51.000Z,2005/04/23 10:24:51-04,0,0
usp000jd61,44.934,-74.63,12300,NEIC,ml,2.1,New York,2012-01-07T12:56:57.000Z,2012/01/07 07:56:57-05,0,0
ld60039503,44.0916667,-76.0248333,5000,NEIC,ml,2.04,"9km NNW of Brownville, New York",2014-11-26T01:33:38.170Z,2014/11/25 20:33:38-05,0,0
4766664,41.021,-80.541,15900,ANF,ML,2.4,OHIO,2014-03-05T03:05:17,2014/03/04 22:05:17-05,0,0
4766836,40.4015,-78.5015,2700,ANF,ML,1.9,PENNSYLVANIA,2014-03-17T17:55:45,2014/03/17 13:55:45-04,0,1
4766848,41.4489,-77.3885,5800,ANF,ML,2.5,PENNSYLVANIA,2014-03-18T15:30:30,2014/03/18 11:30:30-04,0,1
4812922,45.0299,-73.0634,8700,ANF,ML,2,"SOUTHERN QUEBEC, CANADA",2014-04-02T21:35:39,2014/04/02 17:35:39-04,0,1
4813067,44.7696,-74.9912,14000,ANF,ML,2.1,NEW YORK,2014-04-23T16:56:58,2014/04/23 12:56:58-04,0,1
4813077,43.7477,-75.433,5200,ANF,ML,2.4,NEW YORK,2014-04-24T16:53:26,2014/04/24 12:53:26-04,0,1
4813079,41.4505,-77.3949,4900,ANF,ML,2.5,PENNSYLVANIA,2014-04-24T17:39:35,2014/04/24 13:39:35-04,0,1
4808382,41.4304,-77.4369,6400,ANF,ML,2.3,PENNSYLVANIA,2014-05-02T17:31:25,2014/05/02 13:31:25-04,0,1
4808425,41.44,-77.4124,5500,ANF,ML,2.6,PENNSYLVANIA,2014-05-07T18:34:34,2014/05/07 14:34:34-04,0,1
4808429,38.0824,-81.6279,2800,ANF,ML,2.1,WEST VIRGINIA,2014-05-07T20:25:57,2014/05/07 16:25:57-04,0,1
4808546,38.0988,-82.0313,3800,ANF,ML,2.5,WEST VIRGINIA,2014-05-20T13:56:55,2014/05/20 09:56:55-04,0,1
4808562,41.634,-74.5111,13900,ANF,ML,2,NEW YORK,2014-05-21T16:21:34,2014/05/21 12:21:34-04,0,1
4808619,43.0839,-74.5531,16300,ANF,ML,1.9,NEW YORK,2014-05-28T16:42:11,2014/05/28 12:42:11-04,0,1
4815537,42.9238,-74.1319,6000,ANF,ML,1.8,NEW YORK,2014-06-02T15:40:13,2014/06/02 11:40:13-04,0,1
4815549,38.0872,-82.0278,3400,ANF,ML,2.5,WEST VIRGINIA,2014-06-03T20:19:22,2014/06/03 16:19:22-04,0,1
4815566,39.5625,-76.5334,11200,ANF,ML,1.5,CHESAPEAKE BAY REGION,2014-06-06T06:57:39,2014/06/06 02:57:39-04,0,0
4815636,38.0828,-81.9803,6600,ANF,ML,2.3,WEST VIRGINIA,2014-06-12T23:13:48,2014/06/12 19:13:48-04,0,0
4815654,44.7777,-74.9795,15600,ANF,ML,2,NEW YORK,2014-06-16T16:15:26,2014/06/16 12:15:26-04,0,1
4815661,42.9263,-74.1375,10500,ANF,ML,1.9,NEW YORK,2014-06-17T15:23:02,2014/06/17 11:23:02-04,0,1
4815663,41.4608,-77.3912,9100,ANF,ML,2.6,PENNSYLVANIA,2014-06-17T15:43:30,2014/06/17 11:43:30-04,0,1
4815747,40.2958,-80.6809,4300,ANF,ML,2.2,PENNSYLVANIA,2014-06-24T19:56:16,2014/06/24 15:56:16-04,0,1
4820536,42.9501,-74.1358,5600,ANF,ML,1.9,NEW YORK,2014-07-02T16:05:22,2014/07/02 12:05:22-04,0,1
4820584,37.4678,-80.321,13400,ANF,ML,1.6,WEST VIRGINIA,2014-07-08T14:07:01,2014/07/08 10:07:01-04,0,1
4820588,40.9623,-74.5317,7000,ANF,ML,1.9,NEW JERSEY,2014-07-08T17:20:04,2014/07/08 13:20:04-04,0,1
4820589,41.6295,-74.5213,12100,ANF,ML,1.9,NEW YORK,2014-07-08T17:23:11,2014/07/08 13:23:11-04,0,1
4820604,44.7766,-74.9764,13400,ANF,ML,2.1,NEW YORK,2014-07-09T17:27:34,2014/07/09 13:27:34-04,0,1
4820661,40.3751,-74.9142,3000,ANF,ML,2,NEW JERSEY,2014-07-14T15:00:10,2014/07/14 11:00:10-04,0,1
4820675,37.4076,-81.9959,5000,ANF,ML,2.2,WEST VIRGINIA,2014-07-15T17:07:26,2014/07/15 13:07:26-04,0,1
4820791,38.0609,-81.4572,400,ANF,ML,3.1,WEST VIRGINIA,2014-07-25T21:15:04,2014/07/25 17:15:04-04,0,1
4820836,41.459,-77.3823,1800,ANF,ML,2.7,PENNSYLVANIA,2014-07-30T19:05:52,2014/07/30 15:05:52-04,0,1
5006088,39.5781,-78.7711,13600,ANF,ML,2.2,VIRGINIA,2014-08-04T16:02:14,2014/08/04 12:02:14-04,0,1
5005200,39.7284,-79.7333,1800,ANF,ML,2,WEST VIRGINIA,2014-09-02T16:02:40,2014/09/02 12:02:40-04,0,1
5006091,38.1023,-81.9894,7900,ANF,ML,2.4,WEST VIRGINIA,2014-08-04T20:20:21,2014/08/04 16:20:21-04,0,1
5005239,38.0874,-82.012,1900,ANF,ML,2.1,WEST VIRGINIA,2014-09-05T13:25:42,2014/09/05 09:25:42-04,0,1
5007565,44.7625,-74.9816,7800,ANF,ML,2.3,NEW YORK,2014-10-21T19:57:35,2014/10/21 15:57:35-04,0,1
5110342,38.2145,-81.8966,3300,ANF,ML,2.5,WEST VIRGINIA,2014-11-12T21:41:49,2014/11/12 16:41:49-05,0,1
5110439,38.1335,-82.0435,2400,ANF,ML,2.2,WEST VIRGINIA,2014-11-21T21:10:25,2014/11/21 16:10:25-05,0,1
5110473,43.7488,-75.4302,14100,ANF,ML,1.8,NEW YORK,2014-11-26T18:12:37,2014/11/26 13:12:37-05,0,1
5109399,41.4042,-77.3647,10800,ANF,ML,2.5,PENNSYLVANIA,2014-12-19T16:48:31,2014/12/19 11:48:31-05,0,1
5109411,42.9292,-74.1438,4200,ANF,ML,2.1,NEW YORK,2014-12-29T16:07:12,2014/12/29 11:07:12-05,0,1
5111717,39.6689,-78.1495,9400,ANF,ML,2.1,VIRGINIA,2015-01-19T18:38:10,2015/01/19 13:38:10-05,0,1
5153905,42.7744,-73.5569,3600,ANF,ML,1.7,NEW YORK,2015-05-01T19:12:39,2015/05/01 15:12:39-04,0,1
5153920,41.4521,-77.4022,2200,ANF,ML,2.5,PENNSYLVANIA,2015-05-07T16:40:52,2015/05/07 12:40:52-04,0,1
5153921,45.3009,-73.6572,18600,ANF,ML,1.4,"SOUTHERN QUEBEC, CANADA",2015-05-07T20:42:03,2015/05/07 16:42:03-04,0,1
5153975,45.1806,-73.6552,5000,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",2015-05-26T16:08:51,2015/05/26 12:08:51-04,0,1
5153979,42.9258,-74.1561,10000,ANF,ML,2,NEW YORK,2015-05-28T17:02:10,2015/05/28 13:02:10-04,0,1
5110385,38.1097,-81.9744,4500,ANF,ML,2,WEST VIRGINIA,2014-11-15T21:33:59,2014/11/15 16:33:59-05,0,1
5006116,37.753,-82.0335,1200,ANF,ML,2.2,WEST VIRGINIA,2014-08-07T21:09:18,2014/08/07 17:09:18-04,1,1
5006203,37.4272,-82.0363,1200,ANF,ML,2.2,WEST VIRGINIA,2014-08-19T16:25:12,2014/08/19 12:25:12-04,1,1
